Price,Close,High,Low,Open,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2020-01-02,46.41969299316406,46.79111689834359,46.22553614845832,46.69826011700656,11867700
2020-01-03,46.16645431518555,46.419701298750645,45.65996678839368,45.85412044766954,11354500
2020-01-06,46.14957046508789,46.352167405697166,46.022950194855085,46.132690338525485,14698300
2020-01-07,45.7950325012207,46.0904830357415,45.71061898283457,45.96386275816229,9973900
2020-01-08,45.87944030761719,46.12424398869597,45.71061329186387,45.81191014534964,10676000
2020-01-09,46.71515655517578,46.76580660105736,46.293082500004395,46.42814606885246,15398000
2020-01-10,46.875545501708984,47.21320604806723,46.80801532453911,46.83333873845661,13040100
2020-01-13,47.38203430175781,47.46644782466473,46.78268669650849,46.8755435038078,14302900
2020-01-14,47.27228927612305,47.51709297557214,47.128785657930294,47.47488621846657,16345300
2020-01-15,47.86319351196289,48.09955392777014,47.27228925227561,47.27228925227561,17735400
2020-01-16,47.9644889831543,48.07422912452884,47.787218676435536,47.98981239263725,10234100
2020-01-17,48.06578826904297,48.24306180488482,47.947608058594554,48.00669816381876,14264300
2020-01-21,48.25994110107422,48.32747448883589,47.753453573538366,47.989813990365874,11968900
2020-01-22,48.63137435913086,48.656697772615445,48.26839040506045,48.327480516637536,12869600
2020-01-23,48.81707763671875,48.83395776201942,48.31903021595778,48.43721041407582,12858900
2020-01-24,48.690460205078125,48.850847176712094,48.5047466020088,48.83396382914495,8594300
2020-01-27,48.52162551879883,48.8339593698469,48.226175013776185,48.29370517770894,14359900
2020-01-28,48.12488555908203,48.749556619215916,48.091122079748345,48.49631281327991,15240200
2020-01-29,48.12488555908203,48.335922600723656,47.82943498885163,48.116445494291035,13163600
2020-01-30,49.686561584472656,49.78785846278283,48.757996669425374,48.90150353218701,20225600
2020-01-31,49.298248291015625,49.87226923291007,49.087211274735886,49.7794124305199,17685200
2020-02-03,49.4501953125,49.779412543415944,49.399545269217036,49.59369893821441,12333600
2020-02-04,49.669677734375,50.18460862586654,49.483964109202404,49.59370427136527,15417900
2020-02-05,49.6781120300293,49.87226891752785,49.41642819240561,49.72032200915377,11414900
2020-02-06,49.79629898071289,50.091749534437646,49.669675474733985,49.787855696223886,9347000
2020-02-07,49.965118408203125,50.07485854863691,49.67810796257025,49.703434592005145,8757800
2020-02-10,50.43785858154297,50.513832053819876,50.04955115442546,50.07487457179441,7984900
2020-02-11,50.30278015136719,50.48005046100248,50.07485980176362,50.41252029454723,7431200
2020-02-12,50.15083312988281,50.45472692861649,50.07485968019939,50.20992323295113,9179100
2020-02-13,50.319664001464844,50.51381765969871,49.98200350530299,50.12551034323098,8173200
2020-02-14,50.6066780090332,50.70797487692373,50.32810759712255,50.33655088121223,9965500
2020-02-18,50.252132415771484,50.589792924038925,50.184602246219555,50.48849605962639,10075700
2020-02-19,50.45472717285156,50.64888082961145,50.20148341273733,50.23524688596187,6265700
2020-02-20,50.41251754760742,50.530697747591404,49.897586773246715,50.37875085613516,7597200
2020-02-21,50.758628845214844,50.758628845214844,50.167724499858835,50.2352546769503,10842400
2020-02-24,49.509281158447266,50.4800494198827,49.44174777321573,49.897588463021435,14415500
2020-02-25,48.80863952636719,49.973564725868144,48.63980927394877,49.551490704906705,15915100
2020-02-26,48.62291717529297,49.357328158104735,48.52162033014152,48.943694275135975,15837800
2020-02-27,46.36905288696289,48.867730355208636,46.3268461282757,48.24306259823184,23754000
2020-02-28,45.153480529785156,45.49113781707348,43.54115788600529,45.44049099507332,40890600
2020-03-02,47.20475387573242,47.23852056804467,45.33074753476892,45.52490118531082,25698600
2020-03-03,47.32293701171875,48.53006888312133,46.96839318492919,47.913838022753026,27099200
2020-03-04,49.73719024658203,49.804723620901434,47.61838053992292,47.61838053992292,20526100
2020-03-05,47.89695739746094,49.10408603610815,47.432673436247825,48.79175218779393,17948500
2020-03-06,46.647621154785156,47.19631869098136,45.5671126504633,46.37749402870469,22353900
2020-03-09,43.77751922607422,45.22945493031662,43.45674205928755,43.937906199382894,27898300
2020-03-10,45.29698181152344,45.41516201697559,43.19505186256887,44.92555784864966,27457400
2020-03-11,44.072967529296875,44.444394720504704,43.16972940186373,44.191147737346945,22653900
2020-03-12,39.810020446777344,42.148310845800864,39.413269847397764,40.97494561463136,31913100
2020-03-13,41.274688720703125,42.20287968151473,39.69080292992276,42.16029952173732,33697200
2020-03-16,38.54120635986328,40.77227287034047,35.05836177880713,35.96952456262512,28682300
2020-03-17,40.17619323730469,40.448689411361,38.634884113465,39.06917712414956,32106700
2020-03-18,38.192081451416016,38.44754948660489,35.41602513785077,38.0984135200459,35408300
2020-03-19,35.62038803100586,38.03027622266235,34.947661807622275,37.774811513952514,41956900
2020-03-20,32.614418029785156,35.824767203448026,31.941691642939954,35.72258194481673,51513500
2020-03-23,31.984268188476562,33.11682973506818,30.88576622529648,33.00612715585201,44978500
2020-03-24,33.593685150146484,35.254210128748596,33.06572447819815,35.10093070005246,49096200
2020-03-25,35.43304443359375,36.99989870439726,33.98540680593672,34.598524683158494,42511700
2020-03-26,37.715213775634766,38.54973379079488,36.14835900779655,36.48046354717129,37821700
2020-03-27,36.45491027832031,37.49380059714835,36.105774394833546,37.17872754337011,23297900
2020-03-30,38.31980895996094,38.79667886311266,36.6507691715456,36.6507691715456,23446000
2020-03-31,37.6811408996582,38.75409399089042,37.519347339799154,38.37941262933838,25373900
2020-04-01,35.867340087890625,37.17021579458018,35.59484392992911,36.17389907769993,21936400
2020-04-02,37.42567825317383,37.63004873497053,35.64593600284384,35.952494973949136,17621900
2020-04-03,37.323490142822266,37.75777981955948,36.88068313509236,37.110602345745,14207100
2020-04-06,39.74189758300781,40.03142515473474,38.05582640003702,38.651912959287806,22850000
2020-04-07,39.605648040771484,41.38539032062083,39.58010254222575,41.30023649319485,21279600
2020-04-08,40.721195220947266,40.95111453128824,39.45238521934618,39.716364123195476,18937100
2020-04-09,41.726016998291016,42.347649106619535,41.172507310173906,41.249147063168415,19165300
2020-04-13,39.96330261230469,41.419454549981275,39.59713529486642,41.17250389433028,19586000
2020-04-14,41.65789031982422,41.93890382346217,39.96330495906228,40.82337038989759,21801900
2020-04-15,40.54235076904297,41.215076957124786,40.37203988937026,40.627504584674405,12893200
2020-04-16,40.10806655883789,40.74673005976467,39.81853897514799,40.36353455793704,17606800
2020-04-17,40.92556381225586,41.129934340925125,40.33799123340701,41.129934340925125,19844600
2020-04-20,39.62267303466797,40.87445423510932,39.435333995009024,40.69562927744906,18957900
2020-04-21,38.643402099609375,39.93776057247028,37.68966222587354,39.06917778482373,26863700
2020-04-22,38.89886474609375,39.29909490792583,38.745585247877656,39.213937826466605,15811600
