Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2020-01-02,120.15469360351562,120.1632180939326,118.59623223126029,119.04758840525965,10803700
2020-01-03,118.56905364990234,119.33185824852227,117.48913200587745,117.84910588721908,10386800
2020-01-06,118.47481536865234,118.50910608064896,116.99206248762975,117.04348547754994,10259000
2020-01-07,116.46065521240234,118.15767899412671,116.40923223084594,117.66056837562712,10531300
2020-01-08,117.36917114257812,117.91770478180406,116.22068087889782,116.3063814949207,9695300
2020-01-09,117.7977294921875,118.47482068665391,117.45488774720582,118.32055170996865,9469000
2020-01-10,116.62352752685547,117.63488124845527,116.40067712319255,117.60060361300924,10190900
2020-01-13,117.59202575683594,117.59202575683594,116.35782161728606,116.72637486249285,12355200
2020-01-14,118.96336364746094,120.64324240171017,118.01199906997662,118.22627025339133,24906000
2020-01-15,117.18062591552734,118.79194940093744,116.69208133951783,118.14913585023557,16293400
2020-01-16,117.63487243652344,118.19197224779819,117.28346457866739,117.8062867570638,10783800
2020-01-17,118.44908905029297,118.5262235255202,117.69486349572712,117.88341007581376,14697700
2020-01-21,117.2834701538086,118.33769377748993,117.15491267681085,117.58345503756995,8474200
2020-01-22,117.14633178710938,117.76343382403799,116.88921683678478,117.6263102098898,7549100
2020-01-23,117.02632141113281,117.19774878755825,115.46643429462804,116.3149527268724,9345700
2020-01-24,114.1208267211914,116.93206359311243,113.40945790304426,116.88064060173555,15166400
2020-01-27,113.1609115600586,113.94086191133766,111.1724815111045,111.6524469340218,12860500
2020-01-28,115.21790313720703,115.68073625192818,113.54659039643876,113.85514144689415,13062800
2020-01-29,115.04644775390625,116.16922634646774,114.58362788235802,115.54355832887077,9326000
2020-01-30,116.46923065185547,116.67493567258245,113.72656243253068,113.72656243253068,9048900
2020-01-31,113.44373321533203,115.56073350417213,112.68092834335027,115.26932784028581,12785200
2020-02-03,114.30937194824219,115.05504446310545,113.70084918982649,113.70084918982649,10021100
2020-02-04,115.9549789428711,117.07777084318,115.77499848636927,116.17782932644842,9157100
2020-02-05,117.92626953125,118.04626085472782,116.57207426452979,117.05205263651447,10150700
2020-02-06,117.94344329833984,118.52625470189753,117.51490088581453,118.48341092310623,8992300
2020-02-07,117.56631469726562,117.99485707630855,116.82065514271513,117.18919531121578,6379800
2020-02-10,118.05487060546875,118.14915046102038,117.20635190550408,117.37776625794065,5960700
2020-02-11,118.27770233154297,118.98051814461276,118.08914262940601,118.50053967130657,6578600
2020-02-12,118.27770233154297,119.38333596854953,118.10628798725742,118.7919584424758,7958000
2020-02-13,118.17484283447266,118.5690944734631,116.90634805996731,118.06341763828748,7447500
2020-02-14,117.81487274169922,118.4405409327464,117.36918502023234,118.14055604601242,6627600
2020-02-18,116.25497436523438,118.02914606602889,115.74929750408945,117.71201581707882,8996400
2020-02-19,117.8405532836914,118.61192410685234,116.85489825623945,117.34344270149394,7071200
